numero,data_pedido,hora_pedido,cliente,endereco,telefone,tipo_entrega,valor_pizza,valor_borda,valor_refrigerante,valor_entrega,valor_total,hora_entrega,tempo
1277,2011-12-29,21:35:00,"Cliente 1277","Endereco 1277",00-000-1276,Entrega,22,0,0,2.5,24.5,22:20:00,00:45:00
1278,2011-12-29,21:47:00,"Cliente 1278","Endereco 1278",00-000-1277,Buscar,22,0,0,0,22,22:30:00,00:43:00
1279,2011-12-29,21:47:00,"Cliente 1279","Endereco 1279",00-000-1278,Entrega,18,0,0,2.5,20.5,22:40:00,00:53:00
1280,2011-12-29,22:28:00,"Cliente 1280","Endereco 1280",00-000-1279,Buscar,30,0,0,0,30,23:00:00,00:32:00
1281,2012-01-03,18:00:00,"Cliente 1281","Endereco 1281",00-000-1280,Buscar,32,0,0,0,32,18:50:00,00:50:00
1282,2012-01-03,18:05:00,"Cliente 1282","Endereco 1282",00-000-1281,Entrega,30,0,0,2.5,32.5,19:00:00,00:55:00
1283,2012-01-03,18:10:00,"Cliente 1283","Endereco 1283",00-000-1282,Buscar,31,0,0,0,31,18:50:00,00:40:00
1284,2012-01-03,18:15:00,"Cliente 1284","Endereco 1284",00-000-1283,Buscar,20,0,0,0,20,19:00:00,00:45:00
1285,2012-01-03,19:36:00,"Cliente 1285","Endereco 1285",00-000-1284,Entrega,36,0,0,2.5,38.5,20:30:00,00:54:00
1286,2012-01-03,20:00:00,"Cliente 1286","Endereco 1286",00-000-1285,Entrega,28,0,0,2.5,30.5,20:50:00,00:50:00
1287,2012-01-03,20:03:00,"Cliente 1287","Endereco 1287",00-000-1286,Buscar,30,2.5,4.5,0,37,20:50:00,00:47:00
1288,2012-01-03,20:24:00,"Cliente 1288","Endereco 1288",00-000-1287,Buscar,28,0,0,0,28,21:00:00,00:36:00
1289,2012-01-03,20:43:00,"Cliente 1289","Endereco 1289",00-000-1288,Buscar,28,0,0,0,28,21:30:00,00:47:00
1290,2012-01-03,20:55:00,"Cliente 1290","Endereco 1290",00-000-1289,Entrega,36,0,4,2.5,42.5,21:30:00,00:35:00
1291,2012-01-03,21:00:00,"Cliente 1291","Endereco 1291",00-000-1290,Buscar,32,0,0,0,32,21:30:00,00:30:00
1292,2012-01-03,21:04:00,"Cliente 1292","Endereco 1292",00-000-1291,Buscar,20.8,0,0,0,20.8,21:48:00,00:44:00
1293,2012-01-03,21:06:00,"Cliente 1293","Endereco 1293",00-000-1292,Entrega,32,0,0,2.5,34.5,21:50:00,00:44:00
1294,2012-01-03,21:06:00,"Cliente 1294","Endereco 1294",00-000-1293,Buscar,27.5,0,0,0,27.5,22:00:00,00:54:00
1295,2012-01-03,21:16:00,"Cliente 1295","Endereco 1295",00-000-1294,Buscar,22,0,0,0,22,22:00:00,00:44:00
1296,2012-01-03,21:39:00,"Cliente 1296","Endereco 1296",00-000-1295,Entrega,30,0,0,2.5,32.5,22:20:00,00:41:00
1297,2012-01-03,21:39:00,"Cliente 1297","Endereco 1297",00-000-1296,Entrega,32,0,0,2.5,34.5,22:30:00,00:51:00
1298,2012-01-03,21:42:00,"Cliente 1298","Endereco 1298",00-000-1297,Entrega,32,0,0,2.5,34.5,22:30:00,00:48:00
1299,2012-01-03,21:45:00,"Cliente 1299","Endereco 1299",00-000-1298,Entrega,36,0,0,2.5,36,22:30:00,00:45:00
1300,2012-01-03,21:57:00,"Cliente 1300","Endereco 1300",00-000-1299,Entrega,22,0,0,2.5,24.5,22:40:00,00:43:00
1301,2012-01-03,22:00:00,"Cliente 1301","Endereco 1301",00-000-1300,Entrega,28,0,0,2.5,30.5,22:40:00,00:40:00
1302,2012-01-03,22:46:00,"Cliente 1302","Endereco 1302",00-000-1301,Buscar,27,0,0,0,27,23:06:00,00:20:00
1303,2012-01-03,22:50:00,"Cliente 1303","Endereco 1303",00-000-1302,Buscar,30,0,0,0,30,23:20:00,00:30:00
1304,2012-01-03,23:34:00,"Cliente 1304","Endereco 1304",00-000-1303,Buscar,23,0,0,0,23,23:55:00,00:21:00
1305,2012-01-04,18:55:00,"Cliente 1305","Endereco 1305",00-000-1304,Buscar,28,2.5,0,0,30.5,19:35:00,00:40:00
1306,2012-01-04,19:28:00,"Cliente 1306","Endereco 1306",00-000-1305,Buscar,36,0,0,0,36,20:10:00,00:42:00
1307,2012-01-04,19:45:00,"Cliente 1307","Endereco 1307",00-000-1306,Buscar,31,0,0,0,31,20:30:00,00:45:00
1308,2012-01-04,19:47:00,"Cliente 1308","Endereco 1308",00-000-1307,Entrega,30,0,0,2.5,32.5,20:30:00,00:43:00
1309,2012-01-04,19:50:00,"Cliente 1309","Endereco 1309",00-000-1308,Entrega,36,3,0,2.5,39,20:40:00,00:50:00
1310,2012-01-04,20:18:00,"Cliente 1310","Endereco 1310",00-000-1309,Entrega,30,0,0,2.5,32.5,21:00:00,00:42:00
1311,2012-01-04,20:38:00,"Cliente 1311","Endereco 1311",00-000-1310,Entrega,20,0,0,2.5,22.5,21:20:00,00:42:00
1312,2012-01-04,20:39:00,"Cliente 1312","Endereco 1312",00-000-1311,Buscar,28,0,0,0,28,21:10:00,00:31:00
1313,2012-01-04,20:45:00,"Cliente 1313","Endereco 1313",00-000-1312,Entrega,34,3,5,2.5,42,21:19:00,00:34:00
1314,2012-01-04,20:45:00,"Cliente 1314","Endereco 1314",00-000-1313,Entrega,28,0,4.5,3,35.5,21:14:00,00:29:00
1315,2012-01-04,20:46:00,"Cliente 1315","Endereco 1315",00-000-1314,Entrega,14.5,0,0,2.5,17,21:30:00,00:44:00
1316,2012-01-04,20:46:00,"Cliente 1316","Endereco 1316",00-000-1315,Buscar,26,0,0,0,26,21:28:00,00:42:00
1317,2012-01-04,20:57:00,"Cliente 1317","Endereco 1317",00-000-1316,Entrega,18,0,2,2.5,22.5,21:30:00,00:33:00
1318,2012-01-04,21:02:00,"Cliente 1318","Endereco 1318",00-000-1317,Entrega,32,0,0,3,35,21:55:00,00:53:00
1319,2012-01-04,21:09:00,"Cliente 1319","Endereco 1319",00-000-1318,Buscar,23,0,0,0,23,21:55:00,00:46:00
1320,2012-01-04,21:17:00,"Cliente 1320","Endereco 1320",00-000-1319,Entrega,20,0,4,2.5,26.5,22:00:00,00:43:00
1321,2012-01-04,21:28:00,"Cliente 1321","Endereco 1321",00-000-1320,Buscar,36,0,4.5,0,40.5,22:00:00,00:32:00
1322,2012-01-04,21:32:00,"Cliente 1322","Endereco 1322",00-000-1321,Entrega,17,0,0,2.5,19.5,22:05:00,00:33:00
1323,2012-01-04,22:05:00,"Cliente 1323","Endereco 1323",00-000-1322,Buscar,32,3,0,0,35,22:45:00,00:40:00
1324,2012-01-05,18:00:00,"Cliente 1324","Endereco 1324",00-000-1323,Entrega,27,0,0,2.5,29.5,18:55:00,00:55:00
1325,2012-01-05,18:10:00,"Cliente 1325","Endereco 1325",00-000-1324,Entrega,25,0,4.5,2.5,32,19:00:00,00:50:00
1326,2012-01-05,18:20:00,"Cliente 1326","Endereco 1326",00-000-1325,Entrega,27,0,4.5,2.5,34,19:00:00,00:40:00
1327,2012-01-05,18:30:00,"Cliente 1327","Endereco 1327",00-000-1326,Entrega,30,0,0,2.5,32.5,19:21:00,00:51:00
1328,2012-01-05,18:40:00,"Cliente 1328","Endereco 1328",00-000-1327,Buscar,22,0,5,0,27,19:25:00,00:45:00
1329,2012-01-05,18:50:00,"Cliente 1329","Endereco 1329",00-000-1328,Buscar,26,0,4,0,30,19:30:00,00:40:00
1330,2012-01-05,19:00:00,"Cliente 1330","Endereco 1330",00-000-1329,Buscar,26,0,0,0,26,19:50:00,00:50:00
1331,2012-01-05,19:10:00,"Cliente 1331","Endereco 1331",00-000-1330,Entrega,23,0,0,2.5,25.5,19:46:00,00:36:00
1332,2012-01-05,19:20:00,"Cliente 1332","Endereco 1332",00-000-1331,Buscar,32,0,0,0,32,20:00:00,00:40:00
1333,2012-01-05,19:30:00,"Cliente 1333","Endereco 1333",00-000-1332,Buscar,30,0,0,0,30,20:20:00,00:50:00
1334,2012-01-05,19:40:00,"Cliente 1334","Endereco 1334",00-000-1333,Buscar,28,2.5,0,0,30.5,20:10:00,00:30:00
1335,2012-01-05,19:50:00,"Cliente 1335","Endereco 1335",00-000-1334,Entrega,20,0,0,2.5,22.5,20:43:00,00:53:00
1336,2012-01-05,20:00:00,"Cliente 1336","Endereco 1336",00-000-1335,Buscar,27,0,0,0,27,20:50:00,00:50:00
1337,2012-01-05,20:10:00,"Cliente 1337","Endereco 1337",00-000-1336,Buscar,26,0,0,0,26,20:50:00,00:40:00
1338,2012-01-05,20:20:00,"Cliente 1338","Endereco 1338",00-000-1337,Buscar,24,0,0,0,24,20:55:00,00:35:00
1339,2012-01-05,20:30:00,"Cliente 1339","Endereco 1339",00-000-1338,Entrega,23,0,0,2.5,25.5,21:00:00,00:30:00
1340,2012-01-05,20:40:00,"Cliente 1340","Endereco 1340",00-000-1339,Buscar,29,0,0,0,29,21:10:00,00:30:00
1341,2012-01-05,20:50:00,"Cliente 1341","Endereco 1341",00-000-1340,Buscar,30,3,4,0,37,21:43:00,00:53:00
1342,2012-01-05,21:00:00,"Cliente 1342","Endereco 1342",00-000-1341,Buscar,31,0,0,0,31,21:50:00,00:50:00
1343,2012-01-05,21:10:00,"Cliente 1343","Endereco 1343",00-000-1342,Entrega,21,0,0,2.5,23.5,21:32:00,00:22:00
1344,2012-01-05,21:20:00,"Cliente 1344","Endereco 1344",00-000-1343,Entrega,23,0,0,2.5,25.5,22:10:00,00:50:00
1345,2012-01-05,21:30:00,"Cliente 1345","Endereco 1345",00-000-1344,Buscar,30,0,0,0,30,22:10:00,00:40:00
1346,2012-01-05,21:40:00,"Cliente 1346","Endereco 1346",00-000-1345,Buscar,28,0,0,0,28,22:30:00,00:50:00
1347,2012-01-05,21:50:00,"Cliente 1347","Endereco 1347",00-000-1346,Buscar,28,0,0,0,28,22:30:00,00:40:00
1348,2012-01-05,22:00:00,"Cliente 1348","Endereco 1348",00-000-1347,Entrega,23,0,0,2.5,25.5,22:45:00,00:45:00
1349,2012-01-05,22:10:00,"Cliente 1349","Endereco 1349",00-000-1348,Entrega,23,0,0,2.5,25.5,23:00:00,00:50:00
1350,2012-01-05,22:20:00,"Cliente 1350","Endereco 1350",00-000-1349,Buscar,22.5,0,0,0,22.5,23:00:00,00:40:00
1351,2012-01-05,22:30:00,"Cliente 1351","Endereco 1351",00-000-1350,Buscar,19,0,0,0,19,23:05:00,00:35:00
1352,2012-01-05,22:40:00,"Cliente 1352","Endereco 1352",00-000-1351,Entrega,30,0,0,2.5,32.5,23:30:00,00:50:00
1353,2012-01-05,22:50:00,"Cliente 1353","Endereco 1353",00-000-1352,Buscar,26,0,0,0,26,23:40:00,00:50:00
1354,2012-01-05,23:00:00,"Cliente 1354","Endereco 1354",00-000-1353,Buscar,27,0,0,0,27,23:40:00,00:40:00
1355,2012-01-05,23:10:00,"Cliente 1355","Endereco 1355",00-000-1354,Buscar,32,0,0,0,32,23:55:00,00:45:00
1356,2012-01-05,23:20:00,"Cliente 1356","Endereco 1356",00-000-1355,Buscar,25,0,0,0,25,23:55:00,00:35:00
1357,2012-01-05,23:30:00,"Cliente 1357","Endereco 1357",00-000-1356,Buscar,20,0,0,0,20,23:55:00,00:25:00
1358,2012-01-05,23:32:00,"Cliente 1358","Endereco 1358",00-000-1357,Buscar,28,2.5,0,0,30.5,23:55:00,00:23:00
1359,2012-01-05,23:35:00,"Cliente 1359","Endereco 1359",00-000-1358,Entrega,22,0,0,2.5,24.5,23:55:00,00:20:00
1360,2012-01-06,18:00:00,"Cliente 1360","Endereco 1360",00-000-1359,Buscar,30,0,0,0,30,18:55:00,00:55:00
1361,2012-01-06,19:23:00,"Cliente 1361","Endereco 1361",00-000-1360,Entrega,30,0,0,2.5,32.5,20:00:00,00:37:00
1362,2012-01-06,19:47:00,"Cliente 1362","Endereco 1362",00-000-1361,Buscar,27,0,0,0,27,20:30:00,00:43:00
1363,2012-01-06,20:00:00,"Cliente 1363","Endereco 1363",00-000-1362,Buscar,30,2.5,0,0,32.5,20:15:00,00:15:00
1364,2012-01-06,20:22:00,"Cliente 1364","Endereco 1364",00-000-1363,Entrega,28,0,4.5,2.5,35,21:00:00,00:38:00
1365,2012-01-06,20:33:00,"Cliente 1365","Endereco 1365",00-000-1364,Entrega,30,2.5,0,2.5,35,21:20:00,00:47:00
1366,2012-01-06,20:33:00,"Cliente 1366","Endereco 1366",00-000-1365,Buscar,32,0,0,0,32,21:10:00,00:37:00
1367,2012-01-06,20:35:00,"Cliente 1367","Endereco 1367",00-000-1366,Buscar,32,3,0,0,35,21:18:00,00:43:00
1368,2012-01-06,20:44:00,"Cliente 1368","Endereco 1368",00-000-1367,Entrega,27,0,0,2.5,27,21:29:00,00:45:00
1369,2012-01-06,20:49:00,"Cliente 1369","Endereco 1369",00-000-1368,Buscar,32,0,4.5,0,36.5,21:30:00,00:41:00
1370,2012-01-06,21:00:00,"Cliente 1370","Endereco 1370",00-000-1369,Buscar,30,0,0,0,30,21:40:00,00:40:00
1371,2012-01-06,21:01:00,"Cliente 1371","Endereco 1371",00-000-1370,Buscar,34,0,0,0,34,21:50:00,00:49:00
1372,2012-01-06,21:10:00,"Cliente 1372","Endereco 1372",00-000-1371,Entrega,30,3,0,2.5,35.5,22:00:00,00:50:00
1373,2012-01-06,21:10:00,"Cliente 1373","Endereco 1373",00-000-1372,Entrega,23,0,0,2.5,25.5,21:40:00,00:30:00
1374,2012-01-06,21:10:00,"Cliente 1374","Endereco 1374",00-000-1373,Buscar,15,0,0,0,15,21:50:00,00:40:00
1375,2012-01-06,21:15:00,"Cliente 1375","Endereco 1375",00-000-1374,Entrega,38,0,4.5,2.5,45,22:07:00,00:52:00
1376,2012-01-06,21:17:00,"Cliente 1376","Endereco 1376",00-000-1375,Buscar,32,0,0,0,32,22:00:00,00:43:00
1377,2012-01-06,21:23:00,"Cliente 1377","Endereco 1377",00-000-1376,Entrega,28,0,0,2.5,30.5,22:00:00,00:37:00
1378,2012-01-06,21:54:00,"Cliente 1378","Endereco 1378",00-000-1377,buscar,25,0,0,0,25,22:25:00,00:31:00
1379,2012-01-06,21:54:00,"Cliente 1379","Endereco 1379",00-000-1378,Buscar,20,0,0,0,20,22:44:00,00:50:00
1380,2012-01-06,21:59:00,"Cliente 1380","Endereco 1380",00-000-1379,Buscar,27,0,0,0,27,22:40:00,00:41:00
1381,2012-01-06,22:02:00,"Cliente 1381","Endereco 1381",00-000-1380,Entrega,15,0,0,2.5,17.5,22:40:00,00:38:00
1382,2012-01-06,22:12:00,"Cliente 1382","Endereco 1382",00-000-1381,Entrega,26,0,0,2.5,28.5,23:00:00,00:48:00
1383,2012-01-06,22:40:00,"Cliente 1383","Endereco 1383",00-000-1382,Entrega,30,0,0,2.5,32.5,23:15:00,00:35:00
1384,2012-01-06,23:02:00,"Cliente 1384","Endereco 1384",00-000-1383,Entrega,30,0,0,2.5,32.5,23:55:00,00:53:00
1385,2012-01-06,23:06:00,"Cliente 1385","Endereco 1385",00-000-1384,Buscar,20,0,0,0,20,23:55:00,00:49:00
1386,2012-01-06,23:11:00,"Cliente 1386","Endereco 1386",00-000-1385,Buscar,36,0,0,0,36,23:55:00,00:44:00
1387,2012-01-06,23:15:00,"Cliente 1387","Endereco 1387",00-000-1386,Buscar,26,0,4,0,30,23:50:00,00:35:00
1388,2012-01-06,23:38:00,"Cliente 1388","Endereco 1388",00-000-1387,Entrega,18,0,0,2.5,20.5,23:55:00,00:17:00
1389,2012-01-06,23:45:00,"Cliente 1389","Endereco 1389",00-000-1388,Buscar,36,0,0,0,36,23:55:00,00:10:00
1390,2012-01-07,17:50:00,"Cliente 1390","Endereco 1390",00-000-1389,Entrega,27,0,0,2.5,27,18:45:00,00:55:00
1391,2012-01-07,18:00:00,"Cliente 1391","Endereco 1391",00-000-1390,Buscar,28,0,0,0,28,18:30:00,00:30:00
1392,2012-01-07,18:05:00,"Cliente 1392","Endereco 1392",00-000-1391,Buscar,32,0,0,0,32,19:00:00,00:55:00
1393,2012-01-07,18:10:00,"Cliente 1393","Endereco 1393",00-000-1392,Entrega,22,0,4.5,3,29.5,19:00:00,00:50:00
1394,2012-01-07,18:20:00,"Cliente 1394","Endereco 1394",00-000-1393,Buscar,36,0,0,0,36,19:10:00,00:50:00
1395,2012-01-07,18:25:00,"Cliente 1395","Endereco 1395",00-000-1394,Entrega,32,0,0,2.5,34.5,19:00:00,00:35:00
1396,2012-01-07,18:49:00,"Cliente 1396","Endereco 1396",00-000-1395,Entrega,28,0,0,2.5,30.5,19:20:00,00:31:00
1397,2012-01-07,19:12:00,"Cliente 1397","Endereco 1397",00-000-1396,Entrega,26,0,0,4,30,20:00:00,00:48:00
1398,2012-01-07,19:12:00,"Cliente 1398","Endereco 1398",00-000-1397,Buscar,27,3,5,0,35,19:50:00,00:38:00
1399,2012-01-07,19:14:00,"Cliente 1399","Endereco 1399",00-000-1398,Buscar,21,0,0,0,21,20:00:00,00:46:00
1400,2012-01-07,19:37:00,"Cliente 1400","Endereco 1400",00-000-1399,Buscar,22,0,0,0,22,20:30:00,00:53:00
1401,2012-01-07,19:44:00,"Cliente 1401","Endereco 1401",00-000-1400,Buscar,25,0,0,0,25,20:31:00,00:47:00
1402,2012-01-07,19:59:00,"Cliente 1402","Endereco 1402",00-000-1401,Entrega,36,0,0,4,36,20:37:00,00:38:00
1403,2012-01-07,20:03:00,"Cliente 1403","Endereco 1403",00-000-1402,Buscar,26,0,4.5,0,30.5,20:50:00,00:47:00
1404,2012-01-07,20:06:00,"Cliente 1404","Endereco 1404",00-000-1403,Entrega,32,0,0,4,36,20:50:00,00:44:00
1405,2012-01-07,20:08:00,"Cliente 1405","Endereco 1405",00-000-1404,Entrega,36,0,0,4,36,21:00:00,00:52:00
1406,2012-01-07,20:18:00,"Cliente 1406","Endereco 1406",00-000-1405,Entrega,32,0,0,4,32,21:00:00,00:42:00
1407,2012-01-07,20:21:00,"Cliente 1407","Endereco 1407",00-000-1406,Entrega,36,0,0,4,36,21:00:00,00:39:00
1408,2012-01-07,20:24:00,"Cliente 1408","Endereco 1408",00-000-1407,Buscar,36,0,0,0,36,21:10:00,00:46:00
1409,2012-01-07,20:24:00,"Cliente 1409","Endereco 1409",00-000-1408,Entrega,23,0,4.5,4,31.5,21:00:00,00:36:00
1410,2012-01-07,20:31:00,"Cliente 1410","Endereco 1410",00-000-1409,Buscar,32,3,0,0,35,21:22:00,00:51:00
1411,2012-01-07,20:29:00,"Cliente 1411","Endereco 1411",00-000-1410,Buscar,30,0,4.5,0,34.5,21:10:00,00:41:00
1412,2012-01-07,20:30:00,"Cliente 1412","Endereco 1412",00-000-1411,Entrega,24,0,0,4,24,21:16:00,00:46:00
1413,2012-01-07,20:35:00,"Cliente 1413","Endereco 1413",00-000-1412,Entrega,23,0,0,4,27,21:00:00,00:25:00
1414,2012-01-07,20:39:00,"Cliente 1414","Endereco 1414",00-000-1413,Entrega,28,0,0,2.5,30.5,21:30:00,00:51:00
1415,2012-01-07,20:49:00,"Cliente 1415","Endereco 1415",00-000-1414,Entrega,28,0,0,3,31,21:41:00,00:52:00
1416,2012-01-07,20:51:00,"Cliente 1416","Endereco 1416",00-000-1415,Entrega,23,0,4,2.5,29.5,21:34:00,00:43:00
1417,2012-01-07,20:57:00,"Cliente 1417","Endereco 1417",00-000-1416,Entrega,32,0,0,3,35,21:25:00,00:28:00
1418,2012-01-07,21:01:00,"Cliente 1418","Endereco 1418",00-000-1417,Entrega,36,2.5,0,2.5,41,21:50:00,00:49:00
1419,2012-01-07,21:09:00,"Cliente 1419","Endereco 1419",00-000-1418,Entrega,21,0,0,4,25,21:32:00,00:23:00
1420,2012-01-07,21:13:00,"Cliente 1420","Endereco 1420",00-000-1419,Buscar,38,2.5,0,0,40.5,22:06:00,00:53:00
1421,2012-01-07,21:16:00,"Cliente 1421","Endereco 1421",00-000-1420,Entrega,21.5,0,4.5,2.5,28.5,22:10:00,00:54:00
1422,2012-01-07,21:19:00,"Cliente 1422","Endereco 1422",00-000-1421,Entrega,36,0,0,3,39,22:00:00,00:41:00
1423,2012-01-07,21:22:00,"Cliente 1423","Endereco 1423",00-000-1422,Buscar,27,3,0,0,30,21:50:00,00:28:00
1424,2012-01-07,21:34:00,"Cliente 1424","Endereco 1424",00-000-1423,Buscar,32,0,0,0,32,21:55:00,00:21:00
1425,2012-01-07,21:40:00,"Cliente 1425","Endereco 1425",00-000-1424,Entrega,26,0,0,3,29,22:30:00,00:50:00
1426,2012-01-07,21:44:00,"Cliente 1426","Endereco 1426",00-000-1425,Entrega,18,0,0,2.5,20.5,22:30:00,00:46:00
1427,2012-01-07,21:51:00,"Cliente 1427","Endereco 1427",00-000-1426,Entrega,22,0,0,2.5,24.5,22:41:00,00:50:00
1428,2012-01-07,22:07:00,"Cliente 1428","Endereco 1428",00-000-1427,Entrega,34,3,0,2.5,37,23:00:00,00:53:00
1429,2012-01-07,22:07:00,"Cliente 1429","Endereco 1429",00-000-1428,Buscar,18,0,4.5,0,22.5,22:50:00,00:43:00
1430,2012-01-07,22:07:00,"Cliente 1430","Endereco 1430",00-000-1429,Buscar,30,0,0,0,30,22:30:00,00:23:00
1431,2012-01-07,22:35:00,"Cliente 1431","Endereco 1431",00-000-1430,Buscar,23,0,0,0,23,23:10:00,00:35:00
1432,2012-01-07,22:40:00,"Cliente 1432","Endereco 1432",00-000-1431,Entrega,22,0,0,2.5,24.5,23:00:00,00:20:00
1433,2012-01-07,22:46:00,"Cliente 1433","Endereco 1433",00-000-1432,Entrega,18,0,0,2.5,20.5,23:15:00,00:29:00
1434,2012-01-07,22:59:00,"Cliente 1434","Endereco 1434",00-000-1433,Entrega,18,0,0,2.5,20.5,23:40:00,00:41:00
1435,2012-01-07,23:11:00,"Cliente 1435","Endereco 1435",00-000-1434,Buscar,19,0,4.5,0,23.5,23:50:00,00:39:00
1436,2012-01-07,23:15:00,"Cliente 1436","Endereco 1436",00-000-1435,Buscar,30,0,0,0,30,23:55:00,00:40:00
1437,2012-01-07,23:20:00,"Cliente 1437","Endereco 1437",00-000-1436,Buscar,30,0,0,0,30,23:55:00,00:35:00
1438,2012-01-08,18:00:00,"Cliente 1438","Endereco 1438",00-000-1437,Entrega,28,0,0,2.5,30.5,18:40:00,00:40:00
1439,2012-01-08,18:57:00,"Cliente 1439","Endereco 1439",00-000-1438,Entrega,32,0,0,2.5,34.5,19:50:00,00:53:00
1440,2012-01-08,19:32:00,"Cliente 1440","Endereco 1440",00-000-1439,Buscar,30,0,0,0,30,20:03:00,00:31:00
1441,2012-01-08,20:17:00,"Cliente 1441","Endereco 1441",00-000-1440,Buscar,32,0,5,0,37,21:00:00,00:43:00
1442,2012-01-08,20:43:00,"Cliente 1442","Endereco 1442",00-000-1441,Buscar,30,0,4.5,0,34.5,21:30:00,00:47:00
1443,2012-01-08,20:43:00,"Cliente 1443","Endereco 1443",00-000-1442,Entrega,28,0,0,2.5,30.5,21:10:00,00:27:00
1444,2012-01-08,20:52:00,"Cliente 1444","Endereco 1444",00-000-1443,Buscar,20,0,0,0,20,21:30:00,00:38:00
1445,2012-01-08,20:52:00,"Cliente 1445","Endereco 1445",00-000-1444,Buscar,25,0,0,0,25,21:41:00,00:49:00
1446,2012-01-08,20:52:00,"Cliente 1446","Endereco 1446",00-000-1445,Entrega,23,0,0,2.5,25.5,21:30:00,00:38:00
1447,2012-01-08,20:56:00,"Cliente 1447","Endereco 1447",00-000-1446,Buscar,17,0,0,0,17,21:40:00,00:44:00
1448,2012-01-08,20:57:00,"Cliente 1448","Endereco 1448",00-000-1447,Entrega,36,3,0,2.5,39,21:50:00,00:53:00
1449,2012-01-08,20:57:00,"Cliente 1449","Endereco 1449",00-000-1448,Buscar,30,3,0,0,33,21:40:00,00:43:00
1450,2012-01-08,21:03:00,"Cliente 1450","Endereco 1450",00-000-1449,Entrega,17,0,5,2.5,22,21:55:00,00:52:00
1451,2012-01-08,21:03:00,"Cliente 1451","Endereco 1451",00-000-1450,Buscar,24,0,0,0,24,21:55:00,00:52:00
1452,2012-01-08,21:17:00,"Cliente 1452","Endereco 1452",00-000-1451,Entrega,21,3,0,2.5,24,22:00:00,00:43:00
1453,2012-01-08,21:21:00,"Cliente 1453","Endereco 1453",00-000-1452,Entrega,28,0,0,2.5,30.5,22:00:00,00:39:00
1454,2012-01-08,21:23:00,"Cliente 1454","Endereco 1454",00-000-1453,Entrega,27,3,5,2.5,35,22:00:00,00:37:00
1455,2012-01-08,21:24:00,"Cliente 1455","Endereco 1455",00-000-1454,Buscar,34,0,0,0,34,22:00:00,00:36:00
1456,2012-01-08,21:39:00,"Cliente 1456","Endereco 1456",00-000-1455,Buscar,30,0,0,0,30,22:00:00,00:21:00
1457,2012-01-08,21:52:00,"Cliente 1457","Endereco 1457",00-000-1456,Buscar,30,0,0,0,30,22:30:00,00:38:00
1458,2012-01-08,21:54:00,"Cliente 1458","Endereco 1458",00-000-1457,Entrega,20,0,0,2.5,22.5,22:40:00,00:46:00
1459,2012-01-08,21:55:00,"Cliente 1459","Endereco 1459",00-000-1458,Entrega,30,0,4.5,2.5,37,22:40:00,00:45:00
1460,2012-01-08,22:00:00,"Cliente 1460","Endereco 1460",00-000-1459,Entrega,20,2.5,0,2.5,25,22:40:00,00:40:00
1461,2012-01-08,22:03:00,"Cliente 1461","Endereco 1461",00-000-1460,Buscar,25,0,0,0,25,22:55:00,00:52:00
1462,2012-01-08,22:32:00,"Cliente 1462","Endereco 1462",00-000-1461,Entrega,36,3,0,2.5,39,23:20:00,00:48:00
1463,2012-01-10,18:39:00,"Cliente 1463","Endereco 1463",00-000-1462,Buscar,27,0,0,0,27,19:10:00,00:31:00
1464,2012-01-10,18:39:00,"Cliente 1464","Endereco 1464",00-000-1463,Buscar,28,0,0,0,28,19:30:00,00:51:00
1465,2012-01-10,19:14:00,"Cliente 1465","Endereco 1465",00-000-1464,Entrega,32,0,0,2.5,34.5,20:00:00,00:46:00
1466,2012-01-10,19:34:00,"Cliente 1466","Endereco 1466",00-000-1465,Entrega,32,0,0,2.5,34.5,20:15:00,00:41:00
1467,2012-01-10,19:35:00,"Cliente 1467","Endereco 1467",00-000-1466,Entrega,24,0,0,2.5,24,20:10:00,00:35:00
1468,2012-01-10,19:55:00,"Cliente 1468","Endereco 1468",00-000-1467,Buscar,22,0,0,0,22,20:50:00,00:55:00
1469,2012-01-10,20:23:00,"Cliente 1469","Endereco 1469",00-000-1468,Buscar,30,0,0,0,30,20:50:00,00:27:00
1470,2012-01-10,20:32:00,"Cliente 1470","Endereco 1470",00-000-1469,Buscar,28,0,0,0,28,20:57:00,00:25:00
1471,2012-01-10,20:37:00,"Cliente 1471","Endereco 1471",00-000-1470,Entrega,20,0,4.5,2.5,27,21:30:00,00:53:00
1472,2012-01-10,21:16:00,"Cliente 1472","Endereco 1472",00-000-1471,Buscar,32,0,0,0,32,22:00:00,00:44:00
1473,2012-01-10,21:42:00,"Cliente 1473","Endereco 1473",00-000-1472,Buscar,20,0,4.5,0,24.5,22:30:00,00:48:00
1474,2012-01-10,22:02:00,"Cliente 1474","Endereco 1474",00-000-1473,Entrega,17,0,0,2.5,19.5,22:40:00,00:38:00
1475,2012-01-10,22:10:00,"Cliente 1475","Endereco 1475",00-000-1474,Entrega,30,3,2.5,4,39.5,23:00:00,00:50:00
1476,2012-01-10,23:05:00,"Cliente 1476","Endereco 1476",00-000-1475,Entrega,28,0,0,2.5,30.5,23:50:00,00:45:00
1477,2012-01-10,23:18:00,"Cliente 1477","Endereco 1477",00-000-1476,Entrega,30,0,4.5,2.5,37,23:55:00,00:37:00
